名称,大类,中类,经度,纬度,省份,地级市,lon,lat,name,区县,type,operator,ports,place_type
云快充汽车充电站(维森新能源高新1号),汽车相关,充电站,108.86719,34.23823084,陕西省,西安市,108.86719,34.23823084,云快充汽车充电站(维森新能源高新1号),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(高新NEWORLD充电站),汽车相关,充电站,108.8824672,34.22087656,陕西省,西安市,108.8824672,34.22087656,云快充汽车充电站(高新NEWORLD充电站),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(源源能源高新充电站),汽车相关,充电站,108.8841089,34.2272433,陕西省,西安市,108.8841089,34.2272433,云快充汽车充电站(源源能源高新充电站),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(杜陵最美充电站),汽车相关,充电站,109.0303695,34.19485887,陕西省,西安市,109.0303695,34.19485887,云快充汽车充电站(杜陵最美充电站),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(长鸣路钢构厂充电站),汽车相关,充电站,109.02557,34.22181847,陕西省,西安市,109.02557,34.22181847,云快充汽车充电站(长鸣路钢构厂充电站),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(杜陵P1停车场充电站),汽车相关,充电站,109.0244369,34.19476035,陕西省,西安市,109.0244369,34.19476035,云快充汽车充电站(杜陵P1停车场充电站),西安市,汽车相关 充电站,云快充,2,其他
云快充汽车充电站(杜陵P1停车场),汽车相关,充电站,109.0240919,34.19493133,陕西省,西安市,109.0240919,34.19493133,云快充汽车充电站(杜陵P1停车场),西安市,汽车相关 充电站,云快充,4,其他
云快充汽车充电站(浩立恒充电站),汽车相关,充电站,108.8407478,34.21296906,陕西省,西安市,108.8407478,34.21296906,云快充汽车充电站(浩立恒充电站),西安市,汽车相关 充电站,云快充,6,其他
云快充汽车充电站(新来新能源),汽车相关,充电站,109.2050414,34.67789981,陕西省,西安市,109.2050414,34.67789981,云快充汽车充电站(新来新能源),西安市,汽车相关 充电站,云快充,4,其他
云快充汽车充电站(西安市阎良区武屯街道办翔宇光伏),汽车相关,充电站,109.2838303,34.60451122,陕西省,西安市,109.2838303,34.60451122,云快充汽车充电站(西安市阎良区武屯街道办翔宇光伏),西安市,汽车相关 充电站,云快充,4,其他
云快充汽车充电站(临潼相桥办天雄商行),汽车相关,充电站,109.3882692,34.61589312,陕西省,西安市,109.3882692,34.61589312,云快充汽车充电站(临潼相桥办天雄商行),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(盛禹),汽车相关,充电站,109.3234495,34.509765,陕西省,西安市,109.3234495,34.509765,云快充汽车充电站(盛禹),西安市,汽车相关 充电站,云快充,2,其他
云快充汽车充电站(临潼区绿森汽车充电站T),汽车相关,充电站,109.2138331,34.38676236,陕西省,西安市,109.2138331,34.38676236,云快充汽车充电站(临潼区绿森汽车充电站T),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(兵马俑博物馆充电站),汽车相关,充电站,109.286113,34.39007163,陕西省,西安市,109.286113,34.39007163,云快充汽车充电站(兵马俑博物馆充电站),西安市,汽车相关 充电站,云快充,2,其他
云快充汽车充电站(兵马俑博物馆1号停车场充电站),汽车相关,充电站,109.2856251,34.38989471,陕西省,西安市,109.2856251,34.38989471,云快充汽车充电站(兵马俑博物馆1号停车场充电站),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(兵马俑二号停车场T),汽车相关,充电站,109.2870418,34.3921505,陕西省,西安市,109.2870418,34.3921505,云快充汽车充电站(兵马俑二号停车场T),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(陕西交控工程技术有限公司),汽车相关,充电站,108.835337,34.18452418,陕西省,西安市,108.835337,34.18452418,云快充汽车充电站(陕西交控工程技术有限公司),西安市,汽车相关 充电站,云快充,2,其他
云快充汽车充电站(陕西巴瑞尔),汽车相关,充电站,108.9989632,34.1541927,陕西省,西安市,108.9989632,34.1541927,云快充汽车充电站(陕西巴瑞尔),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(陕西交通控股有限公司),汽车相关,充电站,108.9703241,34.15477603,陕西省,西安市,108.9703241,34.15477603,云快充汽车充电站(陕西交通控股有限公司),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(西安市长安区天天来),汽车相关,充电站,108.83297,34.10558912,陕西省,西安市,108.83297,34.10558912,云快充汽车充电站(西安市长安区天天来),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(子午牛巷口),汽车相关,充电站,108.9026177,34.05768567,陕西省,西安市,108.9026177,34.05768567,云快充汽车充电站(子午牛巷口),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(子午顺宏充电站),汽车相关,充电站,108.9098349,34.0551222,陕西省,西安市,108.9098349,34.0551222,云快充汽车充电站(子午顺宏充电站),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(子午街办站充电站),汽车相关,充电站,108.9088072,34.05531442,陕西省,西安市,108.9088072,34.05531442,云快充汽车充电站(子午街办站充电站),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(易电充电桩),汽车相关,充电站,108.9309156,34.03887584,陕西省,西安市,108.9309156,34.03887584,云快充汽车充电站(易电充电桩),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(普洛斯西安长安物流园快充站),汽车相关,充电站,109.0843102,34.09388953,陕西省,西安市,109.0843102,34.09388953,云快充汽车充电站(普洛斯西安长安物流园快充站),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(西安高新区创汇社区新能源),汽车相关,充电站,108.825669,34.17249019,陕西省,西安市,108.825669,34.17249019,云快充汽车充电站(西安高新区创汇社区新能源),西安市,汽车相关 充电站,云快充,4,其他
云快充汽车充电站(大兆村),汽车相关,充电站,109.0587576,34.13036105,陕西省,西安市,109.0587576,34.13036105,云快充汽车充电站(大兆村),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(长安区郭南村55号),汽车相关,充电站,108.7505114,34.05602195,陕西省,西安市,108.7505114,34.05602195,云快充汽车充电站(长安区郭南村55号),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(太平河村1号),汽车相关,充电站,108.7626349,34.06030611,陕西省,西安市,108.7626349,34.06030611,云快充汽车充电站(太平河村1号),西安市,汽车相关 充电站,云快充,4,其他
云快充汽车充电站(彰仪村),汽车相关,充电站,109.0161144,34.07590477,陕西省,西安市,109.0161144,34.07590477,云快充汽车充电站(彰仪村),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(科大学院),汽车相关,充电站,108.9305977,34.09616594,陕西省,西安市,108.9305977,34.09616594,云快充汽车充电站(科大学院),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(正通充电站),汽车相关,充电站,108.8308201,34.1606342,陕西省,西安市,108.8308201,34.1606342,云快充汽车充电站(正通充电站),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(香积寺万客隆充电站),汽车相关,充电站,108.8973129,34.12766077,陕西省,西安市,108.8973129,34.12766077,云快充汽车充电站(香积寺万客隆充电站),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(高陵即刻来电韩村充电站),汽车相关,充电站,109.0046809,34.45717994,陕西省,西安市,109.0046809,34.45717994,云快充汽车充电站(高陵即刻来电韩村充电站),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(朝南村充电站),汽车相关,充电站,109.0216944,34.5214665,陕西省,西安市,109.0216944,34.5214665,云快充汽车充电站(朝南村充电站),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(慧充120千瓦超快充),汽车相关,充电站,108.6296395,34.22704838,陕西省,西安市,108.6296395,34.22704838,云快充汽车充电站(慧充120千瓦超快充),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(国网新能源绿能余下街道西屯村),汽车相关,充电站,108.6300614,34.07297416,陕西省,西安市,108.6300614,34.07297416,云快充汽车充电站(国网新能源绿能余下街道西屯村),西安市,汽车相关 充电站,国家电网,4,其他
云快充汽车充电站(老米的桩),汽车相关,充电站,108.6302234,34.06494713,陕西省,西安市,108.6302234,34.06494713,云快充汽车充电站(老米的桩),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(隆源建大充电站),汽车相关,充电站,108.7466966,34.01429325,陕西省,西安市,108.7466966,34.01429325,云快充汽车充电站(隆源建大充电站),西安市,汽车相关 充电站,云快充,2,其他
云快充汽车充电站(新威天丰),汽车相关,充电站,108.6617914,34.04568297,陕西省,西安市,108.6617914,34.04568297,云快充汽车充电站(新威天丰),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(陕西国鼎蓝田),汽车相关,充电站,109.2028986,34.0896923,陕西省,西安市,109.2028986,34.0896923,云快充汽车充电站(陕西国鼎蓝田),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(陕西国鼎蓝田充电站),汽车相关,充电站,109.3125104,34.15782923,陕西省,西安市,109.3125104,34.15782923,云快充汽车充电站(陕西国鼎蓝田充电站),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(蓝田县顺风快速充电站),汽车相关,充电站,109.2836065,34.18751477,陕西省,西安市,109.2836065,34.18751477,云快充汽车充电站(蓝田县顺风快速充电站),西安市,汽车相关 充电站,云快充,4,其他
云快充汽车充电站(陕西永庆),汽车相关,充电站,108.2088224,34.13465514,陕西省,西安市,108.2088224,34.13465514,云快充汽车充电站(陕西永庆),西安市,汽车相关 充电站,云快充,3,其他
云快充汽车充电站(陕西崛越),汽车相关,充电站,108.3035046,34.08565668,陕西省,西安市,108.3035046,34.08565668,云快充汽车充电站(陕西崛越),西安市,汽车相关 充电站,云快充,7,其他
云快充汽车充电站(万嘉商务酒店站),汽车相关,充电站,108.381718,34.0769378,陕西省,西安市,108.381718,34.0769378,云快充汽车充电站(万嘉商务酒店站),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(赵代村站),汽车相关,充电站,108.3520086,34.08716804,陕西省,西安市,108.3520086,34.08716804,云快充汽车充电站(赵代村站),西安市,汽车相关 充电站,云快充,8,其他
云快充汽车充电站(九峰中通站),汽车相关,充电站,108.4306237,34.08080289,陕西省,西安市,108.4306237,34.08080289,云快充汽车充电站(九峰中通站),西安市,汽车相关 充电站,云快充,5,其他
云快充汽车充电站(官庄古槐树下充电站),汽车相关,充电站,108.062845,34.12369523,陕西省,西安市,108.062845,34.12369523,云快充汽车充电站(官庄古槐树下充电站),西安市,汽车相关 充电站,云快充,6,其他
云快充汽车充电站(周至官庄村),汽车相关,充电站,108.0635862,34.12390038,陕西省,西安市,108.0635862,34.12390038,云快充汽车充电站(周至官庄村),西安市,汽车相关 充电站,云快充,2,其他
云快充汽车充电站(周至坤坤超市充电站),汽车相关,充电站,108.3265489,34.08730432,陕西省,西安市,108.3265489,34.08730432,云快充汽车充电站(周至坤坤超市充电站),西安市,汽车相关 充电站,云快充,6,其他
云杉智慧汽车充电站(西安石化大道充电站),汽车相关,充电站,108.8692606,34.32275472,陕西省,西安市,108.8692606,34.32275472,云杉智慧汽车充电站(西安石化大道充电站),西安市,汽车相关 充电站,其他,4,其他
云杉智慧汽车充电站(西安汉城湖充电站一),汽车相关,充电站,108.8990315,34.30161769,陕西省,西安市,108.8990315,34.30161769,云杉智慧汽车充电站(西安汉城湖充电站一),西安市,汽车相关 充电站,其他,3,其他
云杉智慧汽车充电站(西安一宿精品酒店充电站1),汽车相关,充电站,108.9185296,34.3583598,陕西省,西安市,108.9185296,34.3583598,云杉智慧汽车充电站(西安一宿精品酒店充电站1),西安市,汽车相关 充电站,其他,4,其他
云杉智慧汽车充电站(西安一宿精品酒店充电站3),汽车相关,充电站,108.9185147,34.3583168,陕西省,西安市,108.9185147,34.3583168,云杉智慧汽车充电站(西安一宿精品酒店充电站3),西安市,汽车相关 充电站,其他,8,其他
云杉智慧汽车充电站(智巢产业园),汽车相关,充电站,108.8530438,34.36724756,陕西省,西安市,108.8530438,34.36724756,云杉智慧汽车充电站(智巢产业园),西安市,汽车相关 充电站,其他,7,其他
云杉智慧汽车充电站(云杉智慧汽车摩尔中心),汽车相关,充电站,108.8849907,34.21521913,陕西省,西安市,108.8849907,34.21521913,云杉智慧汽车充电站(云杉智慧汽车摩尔中心),西安市,汽车相关 充电站,其他,5,其他
任我充汽车充电站(西安东方石化),汽车相关,充电站,108.835659,34.32008839,陕西省,西安市,108.835659,34.32008839,任我充汽车充电站(西安东方石化),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(西北轻工批发市场停车场),汽车相关,充电站,108.9992582,34.26984281,陕西省,西安市,108.9992582,34.26984281,依威能源汽车充电站(西北轻工批发市场停车场),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(骏景园二期),汽车相关,充电站,109.0024201,34.28042975,陕西省,西安市,109.0024201,34.28042975,依威能源汽车充电站(骏景园二期),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(骏景园一期),汽车相关,充电站,108.9979422,34.28215286,陕西省,西安市,108.9979422,34.28215286,依威能源汽车充电站(骏景园一期),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(火车站东广场),汽车相关,充电站,108.9657558,34.2762368,陕西省,西安市,108.9657558,34.2762368,依威能源汽车充电站(火车站东广场),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(水泥制管厂家属院),汽车相关,充电站,108.9857011,34.29440057,陕西省,西安市,108.9857011,34.29440057,依威能源汽车充电站(水泥制管厂家属院),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(福锦苑小区),汽车相关,充电站,109.0280782,34.24968971,陕西省,西安市,109.0280782,34.24968971,依威能源汽车充电站(福锦苑小区),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(建行家属院伞塔路),汽车相关,充电站,108.9883978,34.26433533,陕西省,西安市,108.9883978,34.26433533,依威能源汽车充电站(建行家属院伞塔路),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(质监局家属院),汽车相关,充电站,108.9782549,34.2500172,陕西省,西安市,108.9782549,34.2500172,依威能源汽车充电站(质监局家属院),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(海星未来城),汽车相关,充电站,108.9216519,34.23601195,陕西省,西安市,108.9216519,34.23601195,依威能源汽车充电站(海星未来城),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(西安机床厂经济适用房),汽车相关,充电站,108.8852906,34.25627715,陕西省,西安市,108.8852906,34.25627715,依威能源汽车充电站(西安机床厂经济适用房),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(摩尔公馆),汽车相关,充电站,108.8864324,34.25632495,陕西省,西安市,108.8864324,34.25632495,依威能源汽车充电站(摩尔公馆),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(百欣花园),汽车相关,充电站,108.89257,34.27997788,陕西省,西安市,108.89257,34.27997788,依威能源汽车充电站(百欣花园),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(大兴医院),汽车相关,充电站,108.9118504,34.28827308,陕西省,西安市,108.9118504,34.28827308,依威能源汽车充电站(大兴医院),西安市,汽车相关 充电站,其他,2,其他
依威能源汽车充电站(光学小区),汽车相关,充电站,108.9299928,34.28154528,陕西省,西安市,108.9299928,34.28154528,依威能源汽车充电站(光学小区),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(翰林新苑),汽车相关,充电站,108.9200663,34.26195833,陕西省,西安市,108.9200663,34.26195833,依威能源汽车充电站(翰林新苑),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(林德花园),汽车相关,充电站,108.9058309,34.26412427,陕西省,西安市,108.9058309,34.26412427,依威能源汽车充电站(林德花园),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(三民馨苑),汽车相关,充电站,108.8675889,34.28378987,陕西省,西安市,108.8675889,34.28378987,依威能源汽车充电站(三民馨苑),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(冰峰大厦三期),汽车相关,充电站,108.9141808,34.25697154,陕西省,西安市,108.9141808,34.25697154,依威能源汽车充电站(冰峰大厦三期),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(天兴都市花园),汽车相关,充电站,108.9184707,34.2858377,陕西省,西安市,108.9184707,34.2858377,依威能源汽车充电站(天兴都市花园),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(秦都酒店),汽车相关,充电站,108.9228956,34.26804574,陕西省,西安市,108.9228956,34.26804574,依威能源汽车充电站(秦都酒店),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(唐都温泉花园),汽车相关,充电站,108.8795368,34.27122512,陕西省,西安市,108.8795368,34.27122512,依威能源汽车充电站(唐都温泉花园),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(半坡国际艺术区停车场),汽车相关,充电站,109.0584474,34.27174912,陕西省,西安市,109.0584474,34.27174912,依威能源汽车充电站(半坡国际艺术区停车场),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(延河小区东区),汽车相关,充电站,109.0633026,34.25190105,陕西省,西安市,109.0633026,34.25190105,依威能源汽车充电站(延河小区东区),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(延河小区西区),汽车相关,充电站,109.0580724,34.25307002,陕西省,西安市,109.0580724,34.25307002,依威能源汽车充电站(延河小区西区),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(天睦城·澜岸小区),汽车相关,充电站,109.0330398,34.29462225,陕西省,西安市,109.0330398,34.29462225,依威能源汽车充电站(天睦城·澜岸小区),西安市,汽车相关 充电站,其他,2,其他
依威能源汽车充电站(西安辰宇吉利4S店),汽车相关,充电站,109.0535163,34.30280924,陕西省,西安市,109.0535163,34.30280924,依威能源汽车充电站(西安辰宇吉利4S店),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(西安正合锻压厂居民小区),汽车相关,充电站,109.0761189,34.32392488,陕西省,西安市,109.0761189,34.32392488,依威能源汽车充电站(西安正合锻压厂居民小区),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(世园·罗曼小镇),汽车相关,充电站,109.0711065,34.32021177,陕西省,西安市,109.0711065,34.32021177,依威能源汽车充电站(世园·罗曼小镇),西安市,汽车相关 充电站,其他,2,其他
依威能源汽车充电站(中陕核211大队),汽车相关,充电站,109.076606,34.32191198,陕西省,西安市,109.076606,34.32191198,依威能源汽车充电站(中陕核211大队),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(振业泊岸),汽车相关,充电站,109.0505967,34.33750677,陕西省,西安市,109.0505967,34.33750677,依威能源汽车充电站(振业泊岸),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(中陕核211小区),汽车相关,充电站,109.0782244,34.32207335,陕西省,西安市,109.0782244,34.32207335,依威能源汽车充电站(中陕核211小区),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(浐河小区),汽车相关,充电站,109.0520301,34.24712892,陕西省,西安市,109.0520301,34.24712892,依威能源汽车充电站(浐河小区),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(建材厂小区),汽车相关,充电站,109.0860986,34.31510815,陕西省,西安市,109.0860986,34.31510815,依威能源汽车充电站(建材厂小区),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(李家堡社区),汽车相关,充电站,109.0293963,34.30050088,陕西省,西安市,109.0293963,34.30050088,依威能源汽车充电站(李家堡社区),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(电力新坊西院),汽车相关,充电站,109.0488084,34.2697604,陕西省,西安市,109.0488084,34.2697604,依威能源汽车充电站(电力新坊西院),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(时代华城二期),汽车相关,充电站,108.8314821,34.28499939,陕西省,西安市,108.8314821,34.28499939,依威能源汽车充电站(时代华城二期),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(广丰花园店),汽车相关,充电站,108.9463608,34.30141708,陕西省,西安市,108.9463608,34.30141708,依威能源汽车充电站(广丰花园店),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(欧罗巴小镇A区),汽车相关,充电站,108.9998101,34.3543549,陕西省,西安市,108.9998101,34.3543549,依威能源汽车充电站(欧罗巴小镇A区),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(云天大厦),汽车相关,充电站,108.945513,34.31755226,陕西省,西安市,108.945513,34.31755226,依威能源汽车充电站(云天大厦),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(海璟台北湾北区),汽车相关,充电站,108.9299897,34.31473134,陕西省,西安市,108.9299897,34.31473134,依威能源汽车充电站(海璟台北湾北区),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(艾斯广场),汽车相关,充电站,108.9470006,34.32029299,陕西省,西安市,108.9470006,34.32029299,依威能源汽车充电站(艾斯广场),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(富丽园小区),汽车相关,充电站,108.9526404,34.32019897,陕西省,西安市,108.9526404,34.32019897,依威能源汽车充电站(富丽园小区),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(海逸国际),汽车相关,充电站,108.9500869,34.33017644,陕西省,西安市,108.9500869,34.33017644,依威能源汽车充电站(海逸国际),西安市,汽车相关 充电站,其他,2,其他
依威能源汽车充电站(明能苑),汽车相关,充电站,108.9524154,34.31063299,陕西省,西安市,108.9524154,34.31063299,依威能源汽车充电站(明能苑),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(农垦花园),汽车相关,充电站,108.929108,34.2989025,陕西省,西安市,108.929108,34.2989025,依威能源汽车充电站(农垦花园),西安市,汽车相关 充电站,其他,2,其他
依威能源汽车充电站(西安经开voco酒店),汽车相关,充电站,108.9482004,34.34857581,陕西省,西安市,108.9482004,34.34857581,依威能源汽车充电站(西安经开voco酒店),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(紫玉公馆),汽车相关,充电站,108.9398133,34.31351836,陕西省,西安市,108.9398133,34.31351836,依威能源汽车充电站(紫玉公馆),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(陆亚花园小区),汽车相关,充电站,108.9511927,34.31841422,陕西省,西安市,108.9511927,34.31841422,依威能源汽车充电站(陆亚花园小区),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(第五国际C座),汽车相关,充电站,108.9486363,34.31730069,陕西省,西安市,108.9486363,34.31730069,依威能源汽车充电站(第五国际C座),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(西安小学家属院),汽车相关,充电站,108.9318653,34.29388792,陕西省,西安市,108.9318653,34.29388792,依威能源汽车充电站(西安小学家属院),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(渭水欣居住宅小区),汽车相关,充电站,108.8742228,34.3661971,陕西省,西安市,108.8742228,34.3661971,依威能源汽车充电站(渭水欣居住宅小区),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(海博广场一期),汽车相关,充电站,108.9463798,34.34862614,陕西省,西安市,108.9463798,34.34862614,依威能源汽车充电站(海博广场一期),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(海荣名城二期),汽车相关,充电站,108.9433495,34.34843673,陕西省,西安市,108.9433495,34.34843673,依威能源汽车充电站(海荣名城二期),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(自然界·城墅充电找保安开地锁),汽车相关,充电站,109.0256639,34.32698658,陕西省,西安市,109.0256639,34.32698658,依威能源汽车充电站(自然界·城墅充电找保安开地锁),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(艾美酒店),汽车相关,充电站,109.0155142,34.33911099,陕西省,西安市,109.0155142,34.33911099,依威能源汽车充电站(艾美酒店),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(大明宫·圣远广场),汽车相关,充电站,108.954657,34.29366358,陕西省,西安市,108.954657,34.29366358,依威能源汽车充电站(大明宫·圣远广场),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(佳柳小区),汽车相关,充电站,108.9765101,34.39801258,陕西省,西安市,108.9765101,34.39801258,依威能源汽车充电站(佳柳小区),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(兴隆苑),汽车相关,充电站,108.9519105,34.3884252,陕西省,西安市,108.9519105,34.3884252,依威能源汽车充电站(兴隆苑),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(盐东小区),汽车相关,充电站,108.9363142,34.3430251,陕西省,西安市,108.9363142,34.3430251,依威能源汽车充电站(盐东小区),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(海博广场二期),汽车相关,充电站,108.9462088,34.34956718,陕西省,西安市,108.9462088,34.34956718,依威能源汽车充电站(海博广场二期),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(海荣名城一期),汽车相关,充电站,108.9430265,34.34766978,陕西省,西安市,108.9430265,34.34766978,依威能源汽车充电站(海荣名城一期),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(曲江民政小区),汽车相关,充电站,109.0038691,34.20438566,陕西省,西安市,109.0038691,34.20438566,依威能源汽车充电站(曲江民政小区),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(美立方小区停车场),汽车相关,充电站,108.8749297,34.24324579,陕西省,西安市,108.8749297,34.24324579,依威能源汽车充电站(美立方小区停车场),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(后村嘉园),汽车相关,充电站,108.9684844,34.22579935,陕西省,西安市,108.9684844,34.22579935,依威能源汽车充电站(后村嘉园),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(橄榄国际西门),汽车相关,充电站,109.006845,34.24165968,陕西省,西安市,109.006845,34.24165968,依威能源汽车充电站(橄榄国际西门),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(都市春天停车场),汽车相关,充电站,108.8748837,34.23286678,陕西省,西安市,108.8748837,34.23286678,依威能源汽车充电站(都市春天停车场),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(欧锦园小区),汽车相关,充电站,108.9017989,34.23210703,陕西省,西安市,108.9017989,34.23210703,依威能源汽车充电站(欧锦园小区),西安市,汽车相关 充电站,其他,6,其他
依威能源汽车充电站(秦电国际大厦),汽车相关,充电站,108.9574664,34.22927102,陕西省,西安市,108.9574664,34.22927102,依威能源汽车充电站(秦电国际大厦),西安市,汽车相关 充电站,其他,8,其他
依威能源汽车充电站(曲池东岸),汽车相关,充电站,108.9950134,34.19689688,陕西省,西安市,108.9950134,34.19689688,依威能源汽车充电站(曲池东岸),西安市,汽车相关 充电站,其他,2,其他
依威能源汽车充电站(日化社区),汽车相关,充电站,108.8745977,34.24464584,陕西省,西安市,108.8745977,34.24464584,依威能源汽车充电站(日化社区),西安市,汽车相关 充电站,其他,4,其他
依威能源汽车充电站(融鑫园),汽车相关,充电站,108.9116434,34.22416902,陕西省,西安市,108.9116434,34.22416902,依威能源汽车充电站(融鑫园),西安市,汽车相关 充电站,其他,3,其他
依威能源汽车充电站(丈八家园),汽车相关,充电站,108.867242,34.19903978,陕西省,西安市,108.867242,34.19903978,依威能源汽车充电站(丈八家园),西安市,汽车相关 充电站,其他,5,其他
依威能源汽车充电站(中国民生银行大厦),汽车相关,充电站,108.9304077,34.22957613,陕西省,西安市,108.9304077,34.22957613,依威能源汽车充电站(中国民生银行大厦),西安市,汽车相关 充电站,其他,7,其他
依威能源汽车充电站(MOMOPARK艺术购物中心),汽车相关,充电站,108.9323152,34.22129873,陕西省,西安市,108.9323152,34.22129873,依威能源汽车充电站(MOMOPARK艺术购物中心),西安市,汽车相关 充电站,其他,8,其他
