名称,大类,中类,经度,纬度,省份,地级市,lon,lat,name,区县,type,operator,ports,place_type
蔚来换电站,汽车相关,充电站,108.810511,34.285341,陕西省,西安市,108.810511,34.285341,蔚来换电站,西安市,汽车相关 充电站,蔚来,7,其他
星星充电汽车公共充电站,汽车相关,充电站,108.824957,34.182343,陕西省,西安市,108.824957,34.182343,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.824945,34.18238,陕西省,西安市,108.824945,34.18238,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,4,其他
新能源汽车充电塔,汽车相关,充电站,108.846272,34.177348,陕西省,西安市,108.846272,34.177348,新能源汽车充电塔,西安市,汽车相关 充电站,其他,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.854657,34.17247,陕西省,西安市,108.854657,34.17247,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,5,其他
保时捷汽车公共充电站,汽车相关,充电站,108.858192,34.186177,陕西省,西安市,108.858192,34.186177,保时捷汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
新未来南三环永和锦湾汇汽车公共充电站,汽车相关,充电站,108.859973,34.188793999999994,陕西省,西安市,108.859973,34.188793999999994,新未来南三环永和锦湾汇汽车公共充电站,西安市,汽车相关 充电站,其他,3,其他
延长售电公共充电站,生活服务,其他,108.863871,34.196310000000004,陕西省,西安市,108.863871,34.196310000000004,延长售电公共充电站,西安市,生活服务 其他,其他,5,其他
高科众源公共充电站,汽车相关,充电站,108.864164,34.194949,陕西省,西安市,108.864164,34.194949,高科众源公共充电站,西安市,汽车相关 充电站,其他,3,其他
星星充电汽车公共充电站,汽车相关,充电站,108.863843,34.19448,陕西省,西安市,108.863843,34.19448,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,7,其他
星星充电汽车公共充电站,汽车相关,充电站,108.863974,34.194861,陕西省,西安市,108.863974,34.194861,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,4,其他
小桔充电汽车公共充电站,汽车相关,充电站,108.864219,34.19543,陕西省,西安市,108.864219,34.19543,小桔充电汽车公共充电站,西安市,汽车相关 充电站,其他,2,其他
星星充电汽车公共充电站,汽车相关,充电站,108.848854,34.189232,陕西省,西安市,108.848854,34.189232,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.843367,34.209516,陕西省,西安市,108.843367,34.209516,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,4,其他
驿充电公共充电站,汽车相关,充电站,108.862012,34.202746999999995,陕西省,西安市,108.862012,34.202746999999995,驿充电公共充电站,西安市,汽车相关 充电站,其他,5,其他
特来电公共充电站,汽车相关,充电站,108.833604,34.204899,陕西省,西安市,108.833604,34.204899,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
小桔充电公共充电站,生活服务,其他,108.842095,34.198842,陕西省,西安市,108.842095,34.198842,小桔充电公共充电站,西安市,生活服务 其他,其他,8,其他
星星公共充电站,汽车相关,充电站,108.842243,34.207919,陕西省,西安市,108.842243,34.207919,星星公共充电站,西安市,汽车相关 充电站,其他,3,其他
云快充汽车公共充电站,汽车相关,充电站,108.840696,34.21295,陕西省,西安市,108.840696,34.21295,云快充汽车公共充电站,西安市,汽车相关 充电站,云快充,6,其他
小桔充电汽车公共充电站,汽车相关,充电站,108.840778,34.213044000000004,陕西省,西安市,108.840778,34.213044000000004,小桔充电汽车公共充电站,西安市,汽车相关 充电站,其他,3,其他
西安高新喜来登酒店专用停车场浩立恒充电站,汽车相关,充电站,108.840859,34.21304,陕西省,西安市,108.840859,34.21304,西安高新喜来登酒店专用停车场浩立恒充电站,西安市,汽车相关 充电站,其他,6,其他
特来电环普科技产业园汽车公共充电站,汽车相关,充电站,108.841082,34.208479,陕西省,西安市,108.841082,34.208479,特来电环普科技产业园汽车公共充电站,西安市,汽车相关 充电站,特来电,7,其他
老虎快充,汽车相关,充电站,108.908398,34.18741,陕西省,西安市,108.908398,34.18741,老虎快充,西安市,汽车相关 充电站,其他,8,其他
小桔充电,汽车相关,充电站,108.908699,34.186502,陕西省,西安市,108.908699,34.186502,小桔充电,西安市,汽车相关 充电站,其他,8,其他
卡丘江林新城汽车公共充电站,汽车相关,充电站,108.908253,34.190586,陕西省,西安市,108.908253,34.190586,卡丘江林新城汽车公共充电站,西安市,汽车相关 充电站,其他,2,其他
卡丘汽车公共充电站,汽车相关,充电站,108.908116,34.190338999999994,陕西省,西安市,108.908116,34.190338999999994,卡丘汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
卡丘汽车公共充电站,汽车相关,充电站,108.90815,34.190255,陕西省,西安市,108.90815,34.190255,卡丘汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
保时捷汽车公共充电站,汽车相关,充电站,108.903237,34.19686,陕西省,西安市,108.903237,34.19686,保时捷汽车公共充电站,西安市,汽车相关 充电站,其他,2,其他
特来电公共充电站,汽车相关,充电站,108.891709,34.194254,陕西省,西安市,108.891709,34.194254,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
特来电公共充电站,汽车相关,充电站,108.890693,34.195295,陕西省,西安市,108.890693,34.195295,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
特来电汽车公共充电站,汽车相关,充电站,108.890649,34.195301,陕西省,西安市,108.890649,34.195301,特来电汽车公共充电站,西安市,汽车相关 充电站,特来电,2,其他
特来电公共充电站,汽车相关,充电站,108.890615,34.225316,陕西省,西安市,108.890615,34.225316,特来电公共充电站,西安市,汽车相关 充电站,特来电,8,其他
特来电公共充电站,汽车相关,充电站,108.887575,34.225203,陕西省,西安市,108.887575,34.225203,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
延长售电公共充电站,生活服务,其他,108.873244,34.203669999999995,陕西省,西安市,108.873244,34.203669999999995,延长售电公共充电站,西安市,生活服务 其他,其他,7,其他
陕西宾馆公共充电站,汽车相关,充电站,108.874875,34.202869,陕西省,西安市,108.874875,34.202869,陕西宾馆公共充电站,西安市,汽车相关 充电站,其他,7,其他
陕西公共充电站,汽车相关,充电站,108.872972,34.204285,陕西省,西安市,108.872972,34.204285,陕西公共充电站,西安市,汽车相关 充电站,其他,2,其他
西安高新国宾中央区公共充电站,汽车相关,充电站,108.869715,34.208746000000005,陕西省,西安市,108.869715,34.208746000000005,西安高新国宾中央区公共充电站,西安市,汽车相关 充电站,其他,6,其他
小桔充电汽车公共充电站,汽车相关,充电站,108.869747,34.208697,陕西省,西安市,108.869747,34.208697,小桔充电汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
陕西公共充电站,汽车相关,充电站,108.8804,34.200526,陕西省,西安市,108.8804,34.200526,陕西公共充电站,西安市,汽车相关 充电站,其他,2,其他
特斯拉汽车公共充电站,汽车相关,充电站,108.886551,34.21205,陕西省,西安市,108.886551,34.21205,特斯拉汽车公共充电站,西安市,汽车相关 充电站,特斯拉,6,其他
海升丽呈酒店电动汽车公共充电站,汽车相关,充电站,108.884397,34.212999,陕西省,西安市,108.884397,34.212999,海升丽呈酒店电动汽车公共充电站,西安市,汽车相关 充电站,其他,8,其他
云杉智慧公共充电站,汽车相关,充电站,108.884939,34.212815,陕西省,西安市,108.884939,34.212815,云杉智慧公共充电站,西安市,汽车相关 充电站,其他,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.879949,34.212013,陕西省,西安市,108.879949,34.212013,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,6,其他
卡丘九鼎城汽车公共充电站,汽车相关,充电站,108.873538,34.218866,陕西省,西安市,108.873538,34.218866,卡丘九鼎城汽车公共充电站,西安市,汽车相关 充电站,其他,7,其他
卡丘充电汽车公共充电站,汽车相关,充电站,108.873473,34.218725,陕西省,西安市,108.873473,34.218725,卡丘充电汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
小桔充电,汽车相关,充电站,108.868166,34.243793,陕西省,西安市,108.868166,34.243793,小桔充电,西安市,汽车相关 充电站,其他,8,其他
星星充电汽车公共充电站,汽车相关,充电站,108.866823,34.243675,陕西省,西安市,108.866823,34.243675,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,4,其他
天天充电汽车公共充电站,汽车相关,充电站,108.868084,34.243727,陕西省,西安市,108.868084,34.243727,天天充电汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
万马爱充公共充电站,汽车相关,充电站,108.8669,34.238121,陕西省,西安市,108.8669,34.238121,万马爱充公共充电站,西安市,汽车相关 充电站,其他,3,其他
云快充汽车公共充电站,汽车相关,充电站,108.867164,34.238178000000005,陕西省,西安市,108.867164,34.238178000000005,云快充汽车公共充电站,西安市,汽车相关 充电站,云快充,4,其他
特来电公共充电站,汽车相关,充电站,108.868862,34.237693,陕西省,西安市,108.868862,34.237693,特来电公共充电站,西安市,汽车相关 充电站,特来电,6,其他
特斯拉目的地公共充电站,汽车相关,充电站,108.882472,34.230737999999995,陕西省,西安市,108.882472,34.230737999999995,特斯拉目的地公共充电站,西安市,汽车相关 充电站,特斯拉,7,其他
依威能源汽车公共充电站,汽车相关,充电站,108.875011,34.251898,陕西省,西安市,108.875011,34.251898,依威能源汽车公共充电站,西安市,汽车相关 充电站,其他,2,其他
小桔充电汽车公共充电站,汽车相关,充电站,108.865512,34.259156999999995,陕西省,西安市,108.865512,34.259156999999995,小桔充电汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
小桔公共充电站,汽车相关,充电站,108.898179,34.258349,陕西省,西安市,108.898179,34.258349,小桔公共充电站,西安市,汽车相关 充电站,其他,7,其他
特来电公共充电站,汽车相关,充电站,108.89782,34.258699,陕西省,西安市,108.89782,34.258699,特来电公共充电站,西安市,汽车相关 充电站,特来电,5,其他
特来电公共充电站,汽车相关,充电站,108.908587,34.269947,陕西省,西安市,108.908587,34.269947,特来电公共充电站,西安市,汽车相关 充电站,特来电,6,其他
汽车公共充电站,汽车相关,充电站,108.901651,34.27124,陕西省,西安市,108.901651,34.27124,汽车公共充电站,西安市,汽车相关 充电站,其他,8,其他
顺达新能源汽车公共充电站,汽车相关,充电站,108.901371,34.27055,陕西省,西安市,108.901371,34.27055,顺达新能源汽车公共充电站,西安市,汽车相关 充电站,其他,2,其他
万马爱充汽车公共充电站,汽车相关,充电站,108.901235,34.271397,陕西省,西安市,108.901235,34.271397,万马爱充汽车公共充电站,西安市,汽车相关 充电站,其他,7,其他
星星充电汽车公共充电站,汽车相关,充电站,108.901548,34.270592,陕西省,西安市,108.901548,34.270592,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,7,其他
顺达公共充电站,汽车相关,充电站,108.901369,34.270455000000005,陕西省,西安市,108.901369,34.270455000000005,顺达公共充电站,西安市,汽车相关 充电站,其他,7,其他
星星充电汽车公共充电站,汽车相关,充电站,108.900752,34.27332,陕西省,西安市,108.900752,34.27332,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,5,其他
依威能源汽车公共充电站,汽车相关,充电站,108.892559,34.279948,陕西省,西安市,108.892559,34.279948,依威能源汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
云杉智慧汽车公共充电站,汽车相关,充电站,108.867387,34.263186000000005,陕西省,西安市,108.867387,34.263186000000005,云杉智慧汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
依威能源汽车公共充电站,汽车相关,充电站,108.879504,34.271231,陕西省,西安市,108.879504,34.271231,依威能源汽车公共充电站,西安市,汽车相关 充电站,其他,3,其他
瑞捷安大兴西路公共充电站,汽车相关,充电站,108.88605,34.28663,陕西省,西安市,108.88605,34.28663,瑞捷安大兴西路公共充电站,西安市,汽车相关 充电站,其他,3,其他
特来电公共充电站,汽车相关,充电站,108.86692,34.278416,陕西省,西安市,108.86692,34.278416,特来电公共充电站,西安市,汽车相关 充电站,特来电,6,其他
特来电公共充电站,汽车相关,充电站,108.866963,34.278299,陕西省,西安市,108.866963,34.278299,特来电公共充电站,西安市,汽车相关 充电站,特来电,8,其他
依威能源汽车公共充电站,汽车相关,充电站,108.867628,34.283826,陕西省,西安市,108.867628,34.283826,依威能源汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
延长售电充电站,汽车相关,充电站,108.868091,34.289303,陕西省,西安市,108.868091,34.289303,延长售电充电站,西安市,汽车相关 充电站,其他,2,其他
小桔充电汽车公共充电站,汽车相关,充电站,108.867906,34.289242,陕西省,西安市,108.867906,34.289242,小桔充电汽车公共充电站,西安市,汽车相关 充电站,其他,7,其他
腾势公共充电站,汽车相关,充电站,108.833372,34.244154,陕西省,西安市,108.833372,34.244154,腾势公共充电站,西安市,汽车相关 充电站,其他,7,其他
驿充电汽车公共充电站,汽车相关,充电站,108.841139,34.256803000000005,陕西省,西安市,108.841139,34.256803000000005,驿充电汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
特来电公共充电站,汽车相关,充电站,108.83045,34.245449,陕西省,西安市,108.83045,34.245449,特来电公共充电站,西安市,汽车相关 充电站,特来电,8,其他
驿充电汽车公共充电站,汽车相关,充电站,108.827756,34.249591,陕西省,西安市,108.827756,34.249591,驿充电汽车公共充电站,西安市,汽车相关 充电站,其他,3,其他
特来电公共充电站,汽车相关,充电站,108.85926,34.259214,陕西省,西安市,108.85926,34.259214,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
星星充电汽车公共充电站,汽车相关,充电站,108.854815,34.251793,陕西省,西安市,108.854815,34.251793,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,7,其他
星星公共充电站,汽车相关,充电站,108.8548,34.251971,陕西省,西安市,108.8548,34.251971,星星公共充电站,西安市,汽车相关 充电站,其他,6,其他
新未来动力西骏冷链料汽车公共充电站,汽车相关,充电站,108.845029,34.254915000000004,陕西省,西安市,108.845029,34.254915000000004,新未来动力西骏冷链料汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
特斯拉公共充电站,汽车相关,充电站,108.845168,34.253247,陕西省,西安市,108.845168,34.253247,特斯拉公共充电站,西安市,汽车相关 充电站,特斯拉,3,其他
比亚迪汽车公共充电站,汽车相关,充电站,108.845787,34.253467,陕西省,西安市,108.845787,34.253467,比亚迪汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
星星充电汽车公共充电站,汽车相关,充电站,108.858967,34.279608,陕西省,西安市,108.858967,34.279608,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,8,其他
特来电公共充电站,汽车相关,充电站,108.855444,34.281723,陕西省,西安市,108.855444,34.281723,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
普天公共充电站,汽车相关,充电站,108.850406,34.281521,陕西省,西安市,108.850406,34.281521,普天公共充电站,西安市,汽车相关 充电站,其他,3,其他
省中北公共充电站自助洗车点,汽车相关,汽车养护,108.845541,34.282931999999995,陕西省,西安市,108.845541,34.282931999999995,省中北公共充电站自助洗车点,西安市,汽车相关 汽车养护,其他,4,其他
陕西公共充电站,汽车相关,充电站,108.846521,34.285705,陕西省,西安市,108.846521,34.285705,陕西公共充电站,西安市,汽车相关 充电站,其他,3,其他
星星充电公共充电站,汽车相关,充电站,108.845702,34.282996000000004,陕西省,西安市,108.845702,34.282996000000004,星星充电公共充电站,西安市,汽车相关 充电站,星星充电,2,其他
速易充汽车公共充电站,汽车相关,充电站,108.846434,34.285628,陕西省,西安市,108.846434,34.285628,速易充汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
星星充电汽车公共充电站,汽车相关,充电站,108.845802,34.282686,陕西省,西安市,108.845802,34.282686,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,6,其他
小桔充电汽车公共充电站,汽车相关,充电站,108.843938,34.284606,陕西省,西安市,108.843938,34.284606,小桔充电汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
比亚迪汽车公共充电站,汽车相关,充电站,108.845597,34.282893,陕西省,西安市,108.845597,34.282893,比亚迪汽车公共充电站,西安市,汽车相关 充电站,其他,8,其他
特来电公共充电站,汽车相关,充电站,108.821382,34.265283999999994,陕西省,西安市,108.821382,34.265283999999994,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
特来电汽车公共充电站,汽车相关,充电站,108.821435,34.2652,陕西省,西安市,108.821435,34.2652,特来电汽车公共充电站,西安市,汽车相关 充电站,特来电,2,其他
知豆汽车公共充电站,汽车相关,充电站,108.825212,34.271466,陕西省,西安市,108.825212,34.271466,知豆汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
闪充驿公共充电站,汽车相关,充电站,108.820771,34.267866,陕西省,西安市,108.820771,34.267866,闪充驿公共充电站,西安市,汽车相关 充电站,其他,4,其他
小桔公共充电站,汽车相关,充电站,108.820718,34.267738,陕西省,西安市,108.820718,34.267738,小桔公共充电站,西安市,汽车相关 充电站,其他,5,其他
延长壳牌公共充电站,汽车相关,充电站,108.824763,34.269241,陕西省,西安市,108.824763,34.269241,延长壳牌公共充电站,西安市,汽车相关 充电站,其他,5,其他
小桔公共充电站,汽车相关,充电站,108.824752,34.271496,陕西省,西安市,108.824752,34.271496,小桔公共充电站,西安市,汽车相关 充电站,其他,3,其他
星星充电汽车公共充电站,汽车相关,充电站,108.820925,34.269215,陕西省,西安市,108.820925,34.269215,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,4,其他
星星充电汽车公共充电站,汽车相关,充电站,108.820741,34.269323,陕西省,西安市,108.820741,34.269323,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,5,其他
都市快充新未来沈家寨站,汽车相关,其他,108.834081,34.262891,陕西省,西安市,108.834081,34.262891,都市快充新未来沈家寨站,西安市,汽车相关 其他,其他,2,其他
特来电公共充电站,汽车相关,充电站,108.836978,34.266818,陕西省,西安市,108.836978,34.266818,特来电公共充电站,西安市,汽车相关 充电站,特来电,2,其他
星星充电汽车公共充电站,汽车相关,充电站,108.840887,34.268981,陕西省,西安市,108.840887,34.268981,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,6,其他
电动车充电桩,汽车相关,充电站,108.839506,34.286007,陕西省,西安市,108.839506,34.286007,电动车充电桩,西安市,汽车相关 充电站,其他,4,其他
卡丘充电电动汽车公共充电站,汽车相关,充电站,108.840107,34.289529,陕西省,西安市,108.840107,34.289529,卡丘充电电动汽车公共充电站,西安市,汽车相关 充电站,其他,4,其他
卡丘新能源公共充电站,汽车相关,充电站,108.840095,34.28952,陕西省,西安市,108.840095,34.28952,卡丘新能源公共充电站,西安市,汽车相关 充电站,其他,6,其他
卡丘充电汽车公共充电站,汽车相关,充电站,108.839661,34.289855,陕西省,西安市,108.839661,34.289855,卡丘充电汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
比亚迪汽车公共充电站,汽车相关,充电站,108.825533,34.276716,陕西省,西安市,108.825533,34.276716,比亚迪汽车公共充电站,西安市,汽车相关 充电站,其他,4,其他
星星充电汽车充电站,汽车相关,充电站,108.821273,34.28674,陕西省,西安市,108.821273,34.28674,星星充电汽车充电站,西安市,汽车相关 充电站,星星充电,2,其他
星星充电汽车公共充电站,汽车相关,充电站,108.819942,34.285052,陕西省,西安市,108.819942,34.285052,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,2,其他
万马爱充公共充电站,汽车相关,充电站,108.828904,34.305498,陕西省,西安市,108.828904,34.305498,万马爱充公共充电站,西安市,汽车相关 充电站,其他,3,其他
蔚景汽车公共充电站,汽车相关,充电站,108.829218,34.304694999999995,陕西省,西安市,108.829218,34.304694999999995,蔚景汽车公共充电站,西安市,汽车相关 充电站,其他,4,其他
小桔充电,汽车相关,充电站,108.821814,34.298787,陕西省,西安市,108.821814,34.298787,小桔充电,西安市,汽车相关 充电站,其他,5,其他
星星充电汽车公共充电站,汽车相关,充电站,108.822302,34.298324,陕西省,西安市,108.822302,34.298324,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,6,其他
新未来动力三桥汽车公共充电站,汽车相关,充电站,108.833052,34.294689,陕西省,西安市,108.833052,34.294689,新未来动力三桥汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
人人用公共充电站销售租赁货车,汽车相关,充电站,108.842148,34.319008,陕西省,西安市,108.842148,34.319008,人人用公共充电站销售租赁货车,西安市,汽车相关 充电站,其他,5,其他
特来电公共充电站,汽车相关,充电站,108.842156,34.318971,陕西省,西安市,108.842156,34.318971,特来电公共充电站,西安市,汽车相关 充电站,特来电,8,其他
汽车公共充电站,汽车相关,充电站,108.835344,34.319994,陕西省,西安市,108.835344,34.319994,汽车公共充电站,西安市,汽车相关 充电站,其他,7,其他
特来电公共充电站,汽车相关,充电站,108.83512,34.320848,陕西省,西安市,108.83512,34.320848,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
任我充汽车公共充电站,汽车相关,充电站,108.835645,34.320072,陕西省,西安市,108.835645,34.320072,任我充汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
云快充公共充电站,汽车相关,充电站,108.835521,34.319924,陕西省,西安市,108.835521,34.319924,云快充公共充电站,西安市,汽车相关 充电站,云快充,4,其他
西咸汽服汽车公共充电站,汽车相关,充电站,108.848153,34.301117999999995,陕西省,西安市,108.848153,34.301117999999995,西咸汽服汽车公共充电站,西安市,汽车相关 充电站,其他,3,其他
国网广汇佳骏公共充电站,汽车相关,其他,108.847738,34.321245000000005,陕西省,西安市,108.847738,34.321245000000005,国网广汇佳骏公共充电站,西安市,汽车相关 其他,国家电网,4,其他
开迈斯汽车公共充电站,汽车相关,充电站,108.847284,34.322591,陕西省,西安市,108.847284,34.322591,开迈斯汽车公共充电站,西安市,汽车相关 充电站,其他,8,其他
万马爱充公共充电站,生活服务,其他,108.848877,34.3261,陕西省,西安市,108.848877,34.3261,万马爱充公共充电站,西安市,生活服务 其他,其他,2,其他
星星公共充电站,汽车相关,充电站,108.848041,34.332095,陕西省,西安市,108.848041,34.332095,星星公共充电站,西安市,汽车相关 充电站,其他,3,其他
汽车公共充电站,汽车相关,充电站,108.848114,34.332046,陕西省,西安市,108.848114,34.332046,汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
星星充电汽车公共充电站,汽车相关,充电站,108.848102,34.332076,陕西省,西安市,108.848102,34.332076,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,3,其他
星星充电汽车公共充电站,汽车相关,充电站,108.848074,34.332091,陕西省,西安市,108.848074,34.332091,星星充电汽车公共充电站,西安市,汽车相关 充电站,星星充电,3,其他
特来电公共充电站,汽车相关,充电站,108.853724,34.321109,陕西省,西安市,108.853724,34.321109,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
小桔公共充电站,汽车相关,充电站,108.832221,34.321454,陕西省,西安市,108.832221,34.321454,小桔公共充电站,西安市,汽车相关 充电站,其他,7,其他
小桔公共充电站,生活服务,其他,108.832206,34.321486,陕西省,西安市,108.832206,34.321486,小桔公共充电站,西安市,生活服务 其他,其他,3,其他
万马爱充公共充电站,汽车相关,充电站,108.836694,34.321355,陕西省,西安市,108.836694,34.321355,万马爱充公共充电站,西安市,汽车相关 充电站,其他,4,其他
小桔充电汽车公共充电站,汽车相关,充电站,108.831719,34.32109,陕西省,西安市,108.831719,34.32109,小桔充电汽车公共充电站,西安市,汽车相关 充电站,其他,2,其他
都市快充站,交通设施,其他,108.842124,34.332609,陕西省,西安市,108.842124,34.332609,都市快充站,西安市,交通设施 其他,其他,8,其他
驿联新能源汽车公共充电站,汽车相关,充电站,108.84221,34.331159,陕西省,西安市,108.84221,34.331159,驿联新能源汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
都市快充汽车公共充电站,汽车相关,充电站,108.84225,34.332517,陕西省,西安市,108.84225,34.332517,都市快充汽车公共充电站,西安市,汽车相关 充电站,其他,3,其他
绿能泰耀泥河村汽车公共充电站,汽车相关,充电站,108.834123,34.332955,陕西省,西安市,108.834123,34.332955,绿能泰耀泥河村汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
小桔公共充电站,汽车相关,充电站,108.833742,34.332441,陕西省,西安市,108.833742,34.332441,小桔公共充电站,西安市,汽车相关 充电站,其他,3,其他
万马爱充汽车公共充电站,汽车相关,充电站,108.834896,34.332846,陕西省,西安市,108.834896,34.332846,万马爱充汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
东欣冷库公共充电站,汽车相关,充电站,108.896827,34.303663,陕西省,西安市,108.896827,34.303663,东欣冷库公共充电站,西安市,汽车相关 充电站,其他,4,其他
云快充汽车公共充电站,汽车相关,充电站,108.896675,34.303967,陕西省,西安市,108.896675,34.303967,云快充汽车公共充电站,西安市,汽车相关 充电站,云快充,6,其他
延长壳牌汽车公共充电站,汽车相关,充电站,108.906761,34.292958,陕西省,西安市,108.906761,34.292958,延长壳牌汽车公共充电站,西安市,汽车相关 充电站,其他,5,其他
西安康弗公共充电站,汽车相关,充电站,108.899008,34.301672,陕西省,西安市,108.899008,34.301672,西安康弗公共充电站,西安市,汽车相关 充电站,其他,2,其他
云杉智慧汽车公共充电站,汽车相关,充电站,108.89899,34.301568,陕西省,西安市,108.89899,34.301568,云杉智慧汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
小精灵,汽车相关,充电站,108.800715,34.303482,陕西省,西安市,108.800715,34.303482,小精灵,西安市,汽车相关 充电站,其他,6,其他
上汽大通西安店公共充电站,汽车相关,充电站,108.816086,34.291601,陕西省,西安市,108.816086,34.291601,上汽大通西安店公共充电站,西安市,汽车相关 充电站,其他,2,其他
特来电公共充电站,汽车相关,充电站,108.815011,34.291045,陕西省,西安市,108.815011,34.291045,特来电公共充电站,西安市,汽车相关 充电站,特来电,5,其他
特来电公共充电站,汽车相关,充电站,108.812253,34.303455,陕西省,西安市,108.812253,34.303455,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
特来电公共充电站,汽车相关,充电站,108.812464,34.301815,陕西省,西安市,108.812464,34.301815,特来电公共充电站,西安市,汽车相关 充电站,特来电,6,其他
特来电汽车公共充电站,汽车相关,充电站,108.81221,34.303454,陕西省,西安市,108.81221,34.303454,特来电汽车公共充电站,西安市,汽车相关 充电站,特来电,2,其他
鼎盛电动汽车公共充电站,汽车相关,充电站,108.912779,34.184825000000004,陕西省,西安市,108.912779,34.184825000000004,鼎盛电动汽车公共充电站,西安市,汽车相关 充电站,其他,4,其他
特来电公共充电站,汽车相关,充电站,108.915399,34.190044,陕西省,西安市,108.915399,34.190044,特来电公共充电站,西安市,汽车相关 充电站,特来电,2,其他
江川智能,汽车相关,充电站,108.918828,34.1877,陕西省,西安市,108.918828,34.1877,江川智能,西安市,汽车相关 充电站,其他,4,其他
小桔充电公共充电站,生活服务,其他,108.915075,34.192463,陕西省,西安市,108.915075,34.192463,小桔充电公共充电站,西安市,生活服务 其他,其他,5,其他
特来电公共充电站,汽车相关,充电站,108.933101,34.174308,陕西省,西安市,108.933101,34.174308,特来电公共充电站,西安市,汽车相关 充电站,特来电,3,其他
拓士乐长兴北路新能源公共充电站,汽车相关,充电站,108.939254,34.171097,陕西省,西安市,108.939254,34.171097,拓士乐长兴北路新能源公共充电站,西安市,汽车相关 充电站,其他,2,其他
特来电公共充电站,汽车相关,充电站,108.939192,34.171098,陕西省,西安市,108.939192,34.171098,特来电公共充电站,西安市,汽车相关 充电站,特来电,8,其他
特来电公共充电站,汽车相关,充电站,108.938907,34.171247,陕西省,西安市,108.938907,34.171247,特来电公共充电站,西安市,汽车相关 充电站,特来电,8,其他
星星公共充电站,汽车相关,充电站,108.939448,34.179083000000006,陕西省,西安市,108.939448,34.179083000000006,星星公共充电站,西安市,汽车相关 充电站,其他,7,其他
西安三爻汽车公共充电站,汽车相关,充电站,108.945737,34.1815,陕西省,西安市,108.945737,34.1815,西安三爻汽车公共充电站,西安市,汽车相关 充电站,其他,6,其他
